subject,relation,object,topic,old_index
Jay,is at,fan,1,13046
version,presents,ones,1,13047
translations,is,perfect,1,13048
Poetry,is,always difficult,1,13052
Poetry,is,difficult,1,13053
poetry,translate,difficult,1,13054
Libraries,are,mans,1,13055
attempts,display,omniscient,1,13056
attempts,display,yearning,1,13057
books,is,best,1,13058
read,be,books,1,13059
read,be,best,1,13060
insight,is,Good,1,13061
tools,make,sense,1,13062
tools,are,useful,1,13063
Secret,offers information For,someone,1,13064
Secret,offers,information,1,13065
reference,is,great,1,13066
I,was in,school,1,13067
I,was in,When elementary school,1,13068
I,was in,elementary school in years,1,13069
I,was in,elementary school,1,13070
I,was in,When school in years,1,13071
elementary school,is in,years between 1993,1,13072
I,was in,When school,1,13073
I,was in,When elementary school in years,1,13074
I,was in,school in years,1,13075
school,is,elementary,1,13076
dark humor,uses in,book,1,13079
humor,uses in,book,1,13080
humor,is,dark,1,13081
Lemony,is,4,1,13082
Snicket,uses,book,1,13083
book,is,great,1,13084
lemony,has,book,1,13085
lemony,is at,book,1,13086
novels,is,charming,1,13087
I,have enjoyed,book,1,13088
I,have enjoyed,over,1,13089
I,was,small,1,13090
I,have enjoyed,series,1,13091
I,have,book,1,13092
I,have,small,1,13093
I,have,series,1,13094
Last Battle,is in,chronological order,1,13095
book,is,last,1,13096
!,see,I,1,13097
!,see,reviewers,1,13098
!,see,less,1,13099
!,see,anything,1,13100
story,was,beloved,1,13101
story,was,humor,1,13102
story,was,grim,1,13103
It,was,excellent,0,13104
It,was,excellent,0,13105
It,was,chocolate,0,13106
TV,read,book,0,13107
children,turn off,TV,0,13108
children,turn,TV,0,13109
it,is,I,1,13110
it,is,much,1,13111
fiction,is,more,1,13113
science,was,I,1,13114
science,was,more,1,13115
science,was,fiction,1,13116
Evie,has,has always different from other people in her world,1,13117
Evie,has,has different from most other people in her world,1,13118
Evie,has,has different from other people in her world,1,13119
Evie,has,has always different from most other people in her world,1,13120
most other people,is in,her world,1,13121
world,been,people,1,13122
world,been,different,1,13123
world,been,most,1,13124
world,been,other,1,13125
year old Austin Reid,has,newspaper clipping,1,13126
Seventeen year old Austin Reid,has,newspaper clipping,1,13127
year old Austin Reid,has,newspaper,1,13128
Seventeen year old Austin Reid,has,newspaper,1,13129
I,'m surprised at,negative comments on book,1,13130
I,'m,surprised,1,13131
I,'m,comments,1,13132
I,'m,negative,1,13133
I,'m,book,1,13134
Girl,is,excellent,1,13135
Girl,is,YA,1,13136
Girl,is,author,1,13137
latest version,is from,2006,1,13138
version,is from,2006,1,13139
version,is,latest,1,13140
version,is,book,1,13141
progress,is in,human computer interaction,1,13143
Few people,have,more credentials,1,13144
Few people,have,credentials,1,13145
people,have,credentials,1,13146
people,have,more credentials,1,13147
people,is,Few,1,13148
book,was,advertised,1,13149
book,was advertised as,new,1,13150
book,was,new,1,13151
author,uses,his experience,1,13152
Irving,touches on,bit of largeny,1,13153
we,have in,our DNA,1,13154
Irving,touches on,bit,1,13155
textbook,is,best,1,13156
Professor Monks,has done,excellent job,1,13157
Professor Monks,has done,excellent job of summarizing,1,13158
Professor Monks,has done,job of summarizing,1,13159
Professor Monks,has done,job,1,13160
I,was,pleased,1,13161
It,has,couple years,1,13162
couple,is at,years,1,13163
It,'s,couple,1,13164
It,'s,pleased,1,13165
It,'s,years,1,13166
piece,is,great,1,13167
history,has,piece,1,13168
history,is at,piece,1,13169
mayor,do,iacute,1,13170
stress,has,acquaintence,1,13171
stress,is at,acquaintence,1,13172
Marlinspike Sailor,has,instructions,1,13173
instructions,is at,result,0,13174
Lessons,is,Essential,1,13175
Investment,has,Lessons,1,13176
Investment,is at,Lessons,1,13177
O'Neil,happens,publisher,1,13178
Prensky 's book,is full of,information,1,13179
games,train,their staff,1,13180
Prensky,has,book,1,13181
developing games,train,their staff,1,13182
Prensky 's book,is,full,1,13183
Prensky 's book,is full of,great information for anyone,1,13184
Prensky 's book,is full of,information for anyone,1,13185
Prensky 's book,is full of,great information,1,13186
sigma,has,books,1,13187
half,is,first,1,13188
I,bought,book,1,13189
used similar processes,is in,their production centers,1,13190
business,worked,similar,1,13191
Lowndes,seems,be dealing with age group,1,13192
Lowndes,seems,to be dealing,1,13193
Lowndes,seems,to be dealing with age group,1,13194
Lowndes,seems,to be dealing than my own,1,13195
Lowndes,seems,be dealing,1,13196
Lowndes,seems,be dealing with different age group than my own,1,13197
Lowndes,seems,to be dealing with different age group,1,13198
Lowndes,seems,to be dealing with age group than my own,1,13199
Lowndes,seems,be dealing with age group than my own,1,13200
Lowndes,seems,be dealing than my own,1,13201
Lowndes,seems,be dealing with different age group,1,13202
value,has limited,trade value,1,13203
Lowndes,seems,to be dealing with different age group than my own,1,13204
lavatory,found,it,1,13205
lavatory,found,book,1,13206
I,read,review,1,13207
review,said,big,1,13208
review,said,deal,1,13209
pages,is,many,1,13210
I,got,one,1,13211
reader,is,avid,1,13212
books,try,creative,1,13213
books,try,side,1,13214
Japan,has,readinf,1,13215
Japan,is at,readinf,1,13216
book,was,bland,1,13217
book,was,unengrosing,1,13218
book,is,full,1,13219
I,could STILL relate,so much,1,13220
I,could relate,so much,1,13221
I,could relate,much to things,1,13222
it,was,scary,1,13223
I,could STILL relate,much to things,1,13224
I,could STILL relate,much,1,13225
I,could relate,so much to things,1,13226
I,could relate,much,1,13227
I,could STILL relate,so much to things,1,13228
scary,have,I,1,13229
scary,have,obese,1,13230
scary,have,things,1,13231
scary,have,much,1,13232
scary,have,author,1,13233
you,'re,if interested,1,13234
you,must absolutely read,interested in subject,1,13235
you,must read,if interested in subject,1,13236
you,must read,interested in subject,1,13237
you,'re,interested,1,13238
you,must read,interested,1,13239
you,must absolutely read,if interested in subject,1,13240
you,must read,if interested,1,13241
you,must absolutely read,interested,1,13242
you,'re,if interested in subject,1,13243
you,'re interested in,subject,1,13244
you,must absolutely read,if interested,1,13245
companion,is,good,1,13246
Dale,has,companion,1,13247
Dale,is at,companion,1,13248
books,'re,interested,1,13249
books,'re,subject,1,13250
I,got,book,1,13251
I,was having,my niece,1,13252
I,was having,my 11 year old niece,1,13253
I,was having,my niece over for few days,1,13254
I,was having,my 11 year old niece over for few days,1,13255
I,was having,my 11 year old niece over for days,1,13256
my niece,was,her friend,1,13257
I,was having,my niece over for days,1,13258
house,had,had destroyed by soldiers,1,13259
house,had,soldiers,1,13260
it,helped,our daughter,1,13261
I bought,were,tears,1,13262
I,bought,I did benefit,1,13263
I bought,were,definitely tears,1,13264
I,bought,because I did benefit,1,13265
book,is,fantastic,1,13266
Whyte,does,job,1,13267
Whyte,does,job of debunking,1,13268
Whyte,does,great job of debunking,1,13269
Whyte,has,writing style,1,13270
Whyte,does,great job,1,13271
Whyte,has,wonderful writing style,1,13272
one,hears at_time,today,1,13273
I,used along,case files,1,13274
I,used product along,case files,1,13275
I,used,product,1,13276
grammar,allow,language,1,13277
side,is,down,1,13278
words,are,something,1,13279
book,is,best,1,13280
book,'ve,feelings,1,13281
book,'ve,actual,1,13282
book,'ve,bipolar,1,13283
Morgan,was,great,1,13284
Jack Morgan,was,guy,1,13285
Jack Morgan,was,great guy,1,13286
people,mourned,him,1,13287
guy,died,lot,1,13288
guy,died,people,1,13289
Rules,is,story,1,13290
Rules,is inspirational story by,someone,1,13291
Rules,is,inspirational story,1,13292
Rules,is,inspirational,1,13293
Rules,is story by,someone,1,13294
Renegades,has,Rules,1,13295
Renegades,is at,Rules,1,13296
odds,made,big,1,13297
someone,came with,creative thinking strategy,1,13298
someone,came with,thinking strategy,1,13299
someone,came along with,thinking strategy,1,13300
financing,get along,along new millennium,1,13301
someone,came about,time,1,13302
someone,came along about,time,1,13303
someone,came along with,creative thinking strategy,1,13304
it,'s about,time,1,13305
financing,get along,along millennium,1,13306
someone,came along about,so time,1,13307
someone,came about,so time,1,13308
creative financing,get along,along new millennium,1,13309
it,'s about,so time,1,13310
creative financing,get along,along millennium,1,13311
financing,is,creative,1,13312
GE,was horrible place,to work,1,13314
GE,was place,to work,1,13315
Michel Thomas,Teaches,French,1,13316
French,purchased,I,1,13317
French,purchased,CD,1,13318
French,purchased,single,1,13319
French,purchased,merits,1,13320
French,purchased,set,1,13321
PART,IS,MY FAULT,0,13322
I,BOUGHT,IT,0,13323
FAULT,DID,ENOUGH,0,13324
FAULT,DID,BOOK,0,13325
Clayton Christensen,point by,lessons learned,1,13326
Clayton Christensen,point by,lessons learned through innovation in business,1,13327
way,is in,education,1,13328
colleagues,point by,lessons learned through innovation,1,13329
colleagues,point way by,lessons learned through studying innovation,1,13330
Clayton Christensen,point by,applying lessons learned through studying innovation,1,13331
Clayton Christensen,point by,applying lessons learned,1,13332
Clayton Christensen,point way by,lessons learned through studying innovation,1,13333
colleagues,point way by,applying lessons learned through innovation in business,1,13334
Clayton Christensen,point by,lessons learned through studying innovation,1,13335
colleagues,point way by,applying lessons learned through studying innovation,1,13336
Clayton Christensen,point by,applying lessons learned through innovation,1,13337
colleagues,point way by,lessons learned through studying innovation in business,1,13338
colleagues,point way by,applying lessons learned,1,13339
Clayton Christensen,point by,applying lessons,1,13340
colleagues,point,way toward innovation,1,13341
colleagues,point way by,applying lessons,1,13342
Clayton Christensen,point way by,lessons learned through innovation in business,1,13343
colleagues,point by,applying lessons learned through innovation in business,1,13344
Clayton Christensen,point way by,applying lessons,1,13345
colleagues,point by,lessons learned through studying innovation,1,13346
Clayton Christensen,point,way,1,13347
Clayton Christensen,point by,lessons,1,13348
Clayton Christensen,point way by,lessons,1,13349
colleagues,point way by,applying lessons learned through innovation,1,13350
colleagues,point way by,lessons learned through innovation,1,13351
colleagues,point,way toward innovation in education,1,13352
colleagues,point by,lessons,1,13353
colleagues,point by,lessons learned through innovation in business,1,13354
Clayton Christensen,point way by,lessons learned through innovation,1,13355
Clayton Christensen,point way by,applying lessons learned through innovation in business,1,13356
Clayton Christensen,point way by,lessons learned through studying innovation in business,1,13357
Clayton Christensen,point by,applying lessons learned through studying innovation in business,1,13358
colleagues,point,way in education,1,13359
colleagues,point by,lessons learned,1,13360
Clayton Christensen,point by,lessons learned through studying innovation in business,1,13361
colleagues,point by,lessons learned through studying innovation in business,1,13362
Clayton Christensen,point way by,applying lessons learned through studying innovation in business,1,13363
colleagues,point way by,applying lessons learned through studying innovation in business,1,13364
Clayton Christensen,point by,lessons learned through innovation,1,13365
Clayton Christensen,point way by,applying lessons learned,1,13366
Clayton Christensen,point,way toward innovation in education,1,13367
colleagues,point by,applying lessons learned through studying innovation,1,13368
Clayton Christensen,point by,applying lessons learned through innovation in business,1,13369
Clayton Christensen,point,way in education,1,13370
Clayton Christensen,point,way toward innovation,1,13371
colleagues,point way by,lessons,1,13372
colleagues,point,way,1,13373
studying innovation,is in,business,1,13374
Clayton Christensen,point way by,applying lessons learned through innovation,1,13375
colleagues,point by,applying lessons learned through studying innovation in business,1,13376
colleagues,point by,applying lessons learned,1,13377
Clayton Christensen,point way by,applying lessons learned through studying innovation,1,13378
colleagues,point way by,lessons learned through innovation in business,1,13379
colleagues,point by,applying lessons,1,13380
colleagues,point by,applying lessons learned through innovation,1,13381
Clayton Christensen,point way by,lessons learned,1,13382
colleagues,point way by,lessons learned,1,13383
I,bought,book,1,13384
book,won,top,1,13385
book,won,Year,1,13386
I,recommend,book,1,13387
body,need,voice,1,13388
issues,is with,milk supply,1,13389
you,are having,issues,1,13390
you,are having,issues with milk supply,1,13391
your body,need,voice,1,13392
Magee,has,book,1,13393
readers,have,actionable,1,13394
readers,have,structure,1,13395
I,SAT for,beginning,1,13396
have tutoring kids,is in,ACT,1,13397
I,SAT,book,1,13398
I,have,have tutoring kids,1,13399
I,have,have tutoring kids in ACT,1,13400
I,SAT book for,beginning,1,13401
tutoring,is at,kids,1,13402
I,have,tutoring,1,13403
book,introduces,students,1,13404
book,introduces students to,world of Spanish pronouns,1,13405
book,introduces students to,world,1,13406
book,introduces students to,world of pronouns,1,13407
book,is at,students,1,13408
book,introduces,students,1,13409
book,introduces,Spanish,1,13410
book,introduces,world,1,13411
help,is,real,0,13412
help,is,novice,0,13413
help,is,toy,0,13414
I,'m,new,1,13415
I,'m new to,coaching as profession,1,13416
I,'m new to,coaching,1,13417
I,saw in,bookstore,1,13418
types,is,several,1,13419
applications,has,types,1,13420
applications,is at,types,1,13421
review,is,seasoned,1,13422
authors,do,great job synopsis,1,13426
authors,do,great job synopsis of explaining key principles,1,13427
authors,do,job synopsis of key principles,1,13428
authors,do,great job synopsis of key principles,1,13429
authors,do,job synopsis of principles,1,13430
Warren,has,Way,1,13431
authors,do,great job synopsis of explaining principles,1,13432
they,call,Warren 's Way,1,13433
authors,do,great job synopsis of principles,1,13434
authors,do,job synopsis,1,13435
authors,do,job synopsis of explaining principles,1,13436
authors,do,job synopsis of explaining key principles,1,13437
I,found,real core of Ekaterina 's book,1,13438
I,be,core,1,13439
I,found,to core of Ekaterina 's book,1,13440
I,found,real core,1,13441
I,be,real core,1,13442
I,found,core of Ekaterina 's excellent book,1,13443
I,found,core,1,13444
I,found,to core,1,13445
I,found,to core of Ekaterina 's excellent book,1,13446
I,found,to real core of Ekaterina 's excellent book,1,13447
I,be core of,Ekaterina 's excellent book,1,13448
I,found,real core of Ekaterina 's excellent book,1,13449
I,be real core of,Ekaterina 's excellent book,1,13450
I,be core of,Ekaterina 's book,1,13451
I,found,to real core of Ekaterina 's book,1,13452
I,found,core of Ekaterina 's book,1,13453
I,be real core of,Ekaterina 's book,1,13454
I,found,to real core,1,13455
author,writes well about,subject matter,1,13456
author,writes well about,matter,1,13457
author,writes about,subject matter,1,13458
author,writes very well about,subject matter,1,13459
author,writes very well about,matter,1,13460
author,writes about,matter,1,13461
matter,is,confusing,1,13462
matter,is,technical,1,13463
I,purchased,book,1,13464
I,purchased book as,requirement,1,13465
I,purchased book as,requirement for my photography class,1,13466
I,purchased,book,1,13467
book,got,thirteen chapters,1,13468
I,found book to,very helpful in my study of ethics,1,13469
I,found book to,very helpful in my study,1,13470
I,found book to,helpful in my study,1,13471
I,found,book,1,13472
I,found book to,very helpful,1,13473
I,found book to,helpful in my study of ethics,1,13474
I,found book to,helpful,1,13475
I,found,book,1,13476
I,found,helpful,1,13477
I,found,study,1,13478
I,found,associated,1,13479
I,found,ethics,1,13480
book,is,really boring,1,13481
book,is,boring,1,13482
book,is,boring,1,13483
you,started in,human resources,1,13484
you,started in,resources,1,13485
book,is,actually great,1,13486
book,is,great,1,13487
book,is,actually really great,1,13488
you,started for,getting,1,13489
book,is,really great,1,13490
book,met,my requirement,1,13491
book,provided,material,1,13492
book,provided material through,company 's website in my experience,1,13493
company 's website,is in,my educational experience,1,13494
book,met,my requirement for my class,1,13495
book,provided material through,company 's website to aide in my experience,1,13496
book,provided material through,company 's website to aide,1,13497
book,provided,interactive material,1,13498
book,provided material through,company 's website in my educational experience,1,13499
book,provided material through,company 's website,1,13500
book,provided material through,company 's website to aide in my educational experience,1,13501
book,is at,requirement,1,13502
class,provided,interactive,1,13503
class,provided,educational,1,13504
class,provided,material,1,13505
book,was,worst book,1,13506
book,have,worst,1,13507
I,heard at_time,time,1,13508
Bill Clinton,speak in,person,1,13509
I,heard at_time,first time,1,13510
time,is,first,1,13511
time,heard,person,1,13512
I,'m,fan,1,13513
I,'m,huge fan,1,13514
I,'m huge,Clinton,1,13515
I,'m huge fan of,Bill Clinton,1,13516
I,'m fan of,Bill Clinton,1,13517
fan,is,huge,1,13518
Bill,has,fan,1,13519
Bill,is at,fan,1,13520
I,'m,huge,1,13521
I,'m,fan,1,13522
Christos Tsiolkas ' novel,is explosive exploration of,tension between individuality,1,13523
Christos Tsiolkas ' novel,is explosive and unabashed exploration of,tension between individuality,1,13524
Christos Tsiolkas ' first novel,is explosive exploration of,tension between individuality,1,13525
Christos Tsiolkas ' novel,is,explosive exploration,1,13526
Christos Tsiolkas ' first novel,is explosive and unabashed exploration of,tension between individuality,1,13527
Christos Tsiolkas ' novel,is explosive and unabashed exploration of,tension,1,13528
Christos Tsiolkas ' novel,is,exploration,1,13529
Christos Tsiolkas ' first novel,is exploration of,tension,1,13530
Christos Tsiolkas ' first novel,is explosive exploration of,tension,1,13531
novel,is explosive,tension,1,13532
Christos Tsiolkas ' first novel,is exploration of,tension between individuality,1,13533
Christos Tsiolkas ' novel,is exploration of,tension,1,13534
Christos Tsiolkas ' novel,is explosive exploration of,tension,1,13535
Christos Tsiolkas ' novel,is exploration of,tension between individuality,1,13536
Christos Tsiolkas ' first novel,is,explosive exploration,1,13537
Christos Tsiolkas ' first novel,is,exploration,1,13538
Christos Tsiolkas ' first novel,is explosive and unabashed exploration of,tension,1,13539
making changes,is in,workplace,1,13540
it,has,true,1,13541
it,has,So true,1,13542
anyway,know,it,1,13543
anyway,know,true,1,13544
anyway,know,stuff,1,13545
I,must confess,bias,1,13546
authors,confess,bias,1,13547
I,enjoined,it,1,13548
cookbooks,is,best,0,13549
fantasy novel,published as,Demon Lover,1,13550
fantasy novel,can,can considered,1,13551
author,loved in,her previous books,1,13552
fantasy novel,published by,Juliet Dark,1,13553
author,loved in,her previous realistic books,1,13554
author,loved in,her books,1,13555
author,loved in,her realistic books,1,13556
reading,is for,fun,1,13557
Michael Crichton,reminds,us,1,13558
he,will turn into,blockbuster movie,1,13559
he,will turn too into,blockbuster movie,1,13560
Chrichton,has,most exciting novel since Jurassic Park,1,13561
Chrichton,is at,novel,1,13562
Park,turn,blockbuster,1,13563
Park,turn,movie,1,13564
tourists,pick up,him,1,13565
elderly man,lies In,Southwest,1,13566
two tourists,pick up,him,1,13567
elderly man,lies In,American Southwest,1,13568
man,lies In,Southwest,1,13569
two tourists,take,him,1,13570
man,lies In,American Southwest,1,13571
tourists,take,him,1,13572
Southwest,is,American,1,13573
i,gave,it,1,13574
i,gave,try,1,13575
i,gave,try,1,13576
John Grisham,is in,his usual fantastic form,1,13577
It,'s good,decided,1,13578
It,has,thing,1,13579
Anne Rice,write,inspirationals,1,13580
Anne Rice,write on,inspirationals,1,13581
Anne Rice,write inspirationals from,now,1,13582
It,has,good thing,1,13583
It,'s thing,Anne Rice has decided,1,13584
It,'s good thing,Anne Rice has decided,1,13585
Anne Rice,write inspirationals on from,now,1,13586
thing,is,good,1,13587
Rice,has,inspirationals,1,13588
info,is,historical,1,13589
David Fincher,has,rendition of,1,13590
way,is building,his characters,1,13591
Chuck,is,1,1,13592
way,is,characters,1,13593
he,put into,it,1,13594
I,'ve read by,depth of research,1,13595
I,'ve read by,depth,1,13596
I,was,pleasantly surprised,1,13597
I,was,surprised,1,13598
Crichton,is,first,1,13599
Crichton,is at,book,1,13600
book,'ve,depth,1,13601
book,'ve,breadth,1,13602
expert,is in,wine,1,13603
smallest nuiance,has,character,1,13604
nuiance,has,character,1,13605
smallest nuiance,is in,it,1,13606
wine,has,expert,1,13607
wine,is at,expert,1,13608
I,read,first 75 %,1,13609
I,read,75 % of novel with disdain,1,13610
I,read,first 75 % of novel,1,13611
I,read,first 75 % of novel with disdain,1,13612
I,read,75 % of novel,1,13613
novel,is with,disdain,1,13614
I,read,75 %,1,13615
novel,has,%,1,13616
novel,is at,%,1,13617
disdain,was,most,1,13618
I,am actually watching movie,I am sitting,1,13619
I,am watching,movie,1,13620
I,am actually watching movie,I am sitting here,1,13621
I,am actually watching,movie,1,13622
I,am watching movie,I am sitting here,1,13623
I,am watching movie,As I am sitting here,1,13624
I,am actually watching movie,As I am sitting here,1,13625
I,am actually watching movie,As I am sitting,1,13626
I,am watching movie,I am sitting,1,13627
I,am watching movie,As I am sitting,1,13628
I,am,review,1,13629
book,was,good,1,13630
book,was,really good,1,13631
book,was,good,1,13632
Mr,has,Thanks,1,13633
Thanks,is at,Mr,1,13634
Georgette Heyer,has,books,1,13636
I,read,several,1,13637
I,read,books,1,13638
I,read,one,1,13639
story,is,wonderful,1,13640
story,is,wonderful,1,13641
I,'ve,one,1,13642
you,would enjoy,you think too,1,13643
you,would enjoy,you think,1,13644
you,would enjoy,you think so too,1,13645
you,would enjoy,if you think so too,1,13646
you,would enjoy,if you think too,1,13647
you,would enjoy,if you think,1,13648
Dog,is In,Night Time,1,13649
cover,intrigued,me,1,13650
murder,write,book,1,13651
he,is,prompted,1,13652
neighbor,has,dog,1,13653
he,investigate,murder,1,13654
Christopher,is,young,1,13655
Asberger,has,syndrome,1,13656
I,listened to,author,1,13657
author,be,main,1,13658
author,be,character,1,13659
author,be,high,1,13660
author,be,autism,1,13661
they,is,right,1,13662
right,been,You,1,13663
right,been,book,1,13664
right,been,good,1,13665
right,been,people,1,13666
right,been,news,1,13667
I,am torn by,book,1,13668
you,read,book,1,13669
first,read,you,1,13670
first,read,book,1,13671
first,read,good,1,13672
first,read,idea,1,13673
treat,is,rare,1,13675
treat,say,reviewers,1,13676
treat,say,much,1,13677
treat,say,other,1,13678
I,decided,to give,1,13679
I,decided,give Out try,1,13680
I,decided,to give Out try,1,13681
I,give Out,try,1,13682
year,decided,try,1,13683
I,found,book,1,13684
book,be,relevant,1,13685
book,be,life,1,13686
book,be,ancient,1,13687
book,be,today,1,13688
many people,is with,brilliant insight,1,13689
people,is,many,1,13690
people,let,insight,1,13691
people,let,brilliant,1,13692
people,let,school,1,13693
people,let,writing,1,13694
light,reads as,opposed to John Grisham 's usual mystery novels,1,13695
light,reads as,opposed to John Grisham 's usual legal mystery novels,1,13696
light,reads as,opposed,1,13697
light,reads as,opposed to John Grisham 's mystery novels,1,13698
light,reads as,opposed to John Grisham 's legal mystery novels,1,13699
battle,depicts,Germans,1,13702
# 34,Made to,Stick 34,1,13703
you,present,kind of information,1,13704
I,have,novels,1,13705
book,did,disappointing,1,13706
I,got at,so many things,1,13707
I,got at,things,1,13708
I,got at,many things,1,13709
things,got,I,1,13710
things,got,good,1,13711
things,got,many,1,13712
I,finished,Heart,1,13713
history book,is unusual from,sources,1,13714
history book,is unusual from,documented sources,1,13715
facts,are from,documented sources of truth,1,13716
facts,are from,because sources,1,13717
history book,is unusual from,sources of truth,1,13718
facts,are from,documented sources,1,13719
history book,is unusual from,documented sources of truth,1,13720
history book,is unusual from,because documented sources,1,13721
facts,are from,sources of truth,1,13722
facts,are from,because sources of truth,1,13723
history book,is unusual from,because documented sources of truth,1,13724
facts,are from,sources,1,13725
history book,is unusual from,because sources of truth,1,13726
history book,is unusual from,because sources,1,13727
facts,are from,because documented sources,1,13728
facts,are from,because documented sources of truth,1,13729
history book,is,unusual,1,13730
celebration,was,written,1,13731
joy,was in,decline,1,13732
time,is in,decline,1,13733
Christmas,has,celebration,1,13734
Christmas,is at,celebration,1,13735
Rendell,gets,better,1,13736
),agree,I,1,13737
),agree,opinions,1,13738
),agree,greatest,1,13739
),agree,film,1,13740
I,admire,his ability,1,13741
his ability,express,himself,1,13742
I,was hooked in,first three pages,1,13743
I,was hooked in,three pages,1,13744
I,was hooked in,first three pages of story,1,13745
I,was hooked in,three pages of story,1,13746
I,was,hooked,1,13747
I,was,first,1,13748
I,was,pages,1,13749
I,was,story,1,13750
interest,Kept,short,1,13751
Sarah,are enjoying life as,daughters of well do expats living,1,13752
Sarah,are enjoying life as,daughters of to do expats living,1,13753
Jane Fuller,are enjoying,life,1,13754
Sarah,are enjoying life as,daughters of do expats living in Malaya,1,13755
Jane Fuller,are enjoying life as,daughters of well to do expats living in Malaya,1,13756
Jane Fuller,are enjoying life as,daughters of do expats living in Malaya,1,13757
Jane Fuller,are enjoying life as,daughters of well to do expats living,1,13758
Jane Fuller,are enjoying life as,daughters of do expats,1,13759
Jane Fuller,are enjoying life as,daughters of to do expats living,1,13760
Sarah,are enjoying life as,daughters of expats living in Malaya,1,13761
Jane Fuller,are enjoying life as,daughters of to do expats living in Malaya,1,13762
Sarah,are enjoying,life,1,13763
Jane Fuller,are enjoying life as,daughters of well do expats living in Malaya,1,13764
Jane Fuller,are enjoying life as,daughters of expats,1,13765
Sarah,are enjoying life as,daughters of expats living,1,13766
Sarah,are enjoying life as,daughters of to do expats,1,13767
Sarah,are enjoying life as,daughters of well do expats,1,13768
Jane Fuller,are enjoying life as,daughters of expats living,1,13769
Sarah,are enjoying life as,daughters of well to do expats,1,13770
Jane Fuller,are enjoying life,until Japanese begin,1,13771
Jane Fuller,are enjoying life,Japanese begin,1,13772
Jane Fuller,are enjoying life as,daughters of do expats living,1,13773
Sarah,are enjoying life as,daughters,1,13774
Sarah,are enjoying life,until Japanese begin,1,13775
Sarah,are enjoying life as,daughters of well do expats living in Malaya,1,13776
Jane Fuller,are enjoying life as,daughters of well do expats,1,13777
Sarah,are enjoying life as,daughters of do expats,1,13778
Japanese,begin,their assault,1,13779
Sarah,are enjoying life as,daughters of to do expats living in Malaya,1,13780
Jane Fuller,are enjoying life as,daughters,1,13781
Jane Fuller,are enjoying life as,daughters of expats living in Malaya,1,13782
Jane Fuller,are enjoying life as,daughters of well do expats living,1,13783
Jane Fuller,are enjoying life as,daughters of to do expats,1,13784
Sarah,are enjoying life as,daughters of well to do expats living,1,13785
Jane Fuller,are enjoying life as,daughters of well to do expats,1,13786
Sarah,are enjoying life as,daughters of well to do expats living in Malaya,1,13787
Sarah,are enjoying life,Japanese begin,1,13788
Sarah,are enjoying life as,daughters of do expats living,1,13789
Sarah,are enjoying life as,daughters of expats,1,13790
life,are,daughters,1,13791
life,are,Japanese,1,13792
life,are,expats,1,13793
cant,put down,book,1,13795
cant,put,book,1,13796
it,has,long,1,13797
it,'s,long,1,13798
I,do recommend,book,1,13799
I,read,lot,1,13800
I,read,lot,1,13801
size,is,sheer,1,13802
size,be,book,1,13803
size,be,worth,1,13804
size,be,time,1,13805
series,is,amazing,1,13806
Everything,Needs on,Fundamentals,1,13808
Everything One,Needs on,Fundamentals of Renewable Energy Processes,1,13809
Everything,Needs to,Know,1,13810
Everything One,Needs to,Know,1,13811
Everything One,Needs on,Fundamentals of Energy Processes,1,13812
Everything,Needs on,Fundamentals of Energy Processes,1,13813
Everything,Needs on,Fundamentals of Renewable Energy Processes,1,13814
Everything One,Needs on,Fundamentals,1,13815
book,delivered,that,1,13816
I,work in,energy industry,1,13817
book,delivered,that in depth,1,13818
book,delivered,that in great depth,1,13819
I,was,interested,1,13820
business case,replace,legacy systems,1,13821
book,is perfect blend for,enterprise architect,1,13822
book,is perfect,architect,1,13823
book,is blend for,enterprise architect,1,13824
book,is,perfect blend,1,13825
book,is,blend,1,13826
book,is at,blend,1,13827
Part 1,is,best,1,13828
Part,is,book,1,13829
Part,is,best,1,13830
you,are considering,programming in C,1,13831
you,are considering,programming,1,13832
you,should buy,if you are considering,1,13833
you,should buy,you are considering,1,13834
book,should buy,if you are considering,1,13835
quintessential book,should buy,you are considering,1,13836
quintessential book,should buy,if you are considering,1,13837
quintessential first book,should buy,if you are considering,1,13838
first book,should buy,you are considering,1,13839
quintessential first book,should buy,you are considering,1,13840
first book,should buy,if you are considering,1,13841
book,should buy,you are considering,1,13842
book,are,C,1,13843
men,created,language,1,13844
you,master,used stuff,1,13845
you,used stuff with,concepts,1,13846
you,master,commonly used stuff with concepts behind each of them,1,13847
It,is,best book,1,13848
you,master,stuff with concepts behind each of them,1,13849
you,master,used stuff with concepts behind each of them,1,13850
you,master,used stuff with concepts,1,13851
used stuff,is with,concepts behind each of them,1,13852
you,master,used stuff with concepts behind each them,1,13853
you,master,commonly used stuff,1,13854
you,master,stuff,1,13855
you,master,commonly used stuff with concepts,1,13856
you,used stuff with,concepts behind each them,1,13857
It,is,book,1,13858
you,master,stuff with concepts,1,13859
you,master,most commonly used stuff,1,13860
you,master,stuff with concepts behind each them,1,13861
you,master,most commonly used stuff with concepts behind each of them,1,13862
you,master,most commonly used stuff with concepts behind each them,1,13863
you,used stuff with,concepts behind each of them,1,13864
you,master,commonly used stuff with concepts behind each them,1,13865
you,master,most commonly used stuff with concepts,1,13866
book,is,best,1,13867
